source1_entity_id	matched_entity_ids
S1-848264467	S2-13503960,S2-352543982,S2-235593819,S3-401469619,S3-192002686,S3-492916107
S1-147699516	S2-844096534,S2-985312141,S3-743519564
S1-455531091	S2-105902270,S3-636637994
S1-58891360	S2-911009428,S2-39376761,S3-151620571,S3-256012267
S1-577179621	S2-345387900,S2-309017507,S2-506719007,S3-961433073,S3-454751213
S1-583929949	S2-706154070,S2-172693166,S2-640505916,S3-924767498,S3-84266720
S1-177091158	S3-123414895
S1-591419217	S2-899606969,S2-949487663,S3-206228453
S1-400363104	S2-697615946,S3-514407560,S3-795522965,S3-908481083,S3-386671269
S1-635937094	S2-768014389,S2-745187312,S2-692166622,S3-105556888,S3-524544584
S1-554451908	S2-296069488,S2-3022399,S2-250250598,S3-362290144,S3-970324413,S3-820940672,S3-906866519
S1-186285378	S2-888964719,S3-526732434,S3-888082009
S1-656576533	S2-126007365,S2-866122098,S2-155199333,S3-649223264,S3-408453633
S1-781441783	S2-95170620,S3-853898307
S1-550628962	S2-63303341,S3-408192669,S3-763776663,S3-718185034
S1-71152932	S2-507928046,S2-116552037,S3-335870361
S1-384867062	S2-842757782,S2-815251681,S3-893683138,S3-463384515,S3-853091823
S1-181083675	S2-300993520,S2-756518923,S3-403803327
S1-243560817	S2-261270509,S2-6800983,S3-644696548,S3-795867452,S3-69610536
S1-687244355	S2-978968308,S3-971933394,S3-166656800,S3-422300470,S3-122594768
S1-187183829	S2-480587457,S3-735440732
S1-515169256	S2-462621341,S3-494705343,S3-296273394
S1-657773045	S2-59410522,S3-816136172,S3-676466290,S3-70184331,S3-752301745
S1-563327219	S2-113559348,S2-413947630,S2-384311198,S3-708304041,S3-544354078,S3-595295173
S1-595652306	S2-92563047,S3-506373016,S3-64768625
S1-183645812	S2-719621453,S3-618566319,S3-597944569
S1-117561122	S2-183124145,S2-55456636,S3-911048897,S3-853088236,S3-187765762,S3-906530356
S1-747835930	S2-593883453,S3-380180678,S3-777722319,S3-142760309
S1-251327400	S2-266974590,S2-140562178,S2-126977424,S2-845817150,S3-879251123,S3-903868267,S3-751787904
S1-135950212	S2-809344807,S2-420618414,S2-826424741
S1-928104330	S2-73574992,S2-386277872,S2-549463166,S3-888704708,S3-34091475,S3-125128129,S3-818258100,S3-796163805
S1-291579133	S2-220968322,S2-217730043,S3-374421755,S3-48157814,S3-848564347
S1-824914611	S2-10597717,S2-133948973,S3-66737741,S3-414882291,S3-64065109
S1-710478540	S2-808986471
S1-362035904	S2-869492484,S3-649694559
S1-663863887	S2-976676551,S3-408490856,S3-523797609,S3-239523545
S1-195571639	S2-745551995,S2-70737960,S3-453554116,S3-617030001,S3-765964739
S1-208918727	S2-649354865,S2-621361248,S3-108691309,S3-380588608,S3-224829648,S3-932502077
S1-137910615	S2-492005141,S3-432536555
S1-546200246	S2-767811350,S2-391451332,S2-164103336,S3-795112544
S1-933503172	S2-323352666,S3-203452448,S3-783404171
S1-930274740	S2-497368593,S2-924411702,S3-14704292
S1-704279297	S2-372386523,S3-569232260,S3-439300687
S1-544455222	S2-759483197,S2-982458565,S3-188502837,S3-273712295,S3-879713790,S3-721778317,S3-259960868
S1-515258702	S2-491221950,S2-508814227,S3-161790170,S3-510306235,S3-267013109
S1-648133032	S2-149848817,S2-126563777,S2-703459741,S3-589125304
S1-841892817	S2-591825552,S3-558836015
S1-510358090	S2-993722505,S2-451590904,S2-101730549,S3-196300214,S3-800642933
S1-607490785	S2-445510033,S2-36465480,S3-326396669,S3-216498754
S1-560431944	S2-16208231
S1-854138990	S2-100391381,S2-36925108,S3-774291186,S3-699958110
S1-364067043	S2-553850973,S2-335577103,S2-545210554,S3-193455407,S3-399614463
S1-493885142	S2-496435898,S3-171757688
S1-566683104	S3-148770606,S3-658357196,S3-637080396
S1-248546626	S2-425668991,S2-197938858,S3-104225021,S3-851860230,S3-843028066,S3-752040189,S3-731740762
S1-723716446	S2-663198052,S2-575486601,S3-762135892,S3-570572149
S1-973016381	S2-414865361,S3-586911363,S3-687779072
S1-610782834	S2-407923955,S2-65897865,S2-5876629,S3-21374670
S1-202110692	S2-736774177,S3-528034667,S3-797118108
S1-838724147	S2-467326160,S2-986020812,S3-525004988,S3-78311942
S1-294308078	S2-505185779,S2-665926222,S2-117417274,S2-122910674,S3-573587525,S3-575480840
S1-583474434	S2-263751885,S2-267606495,S3-303385957
S1-562038470	S2-282971472,S3-131147122,S3-962020302
S1-921871456	S2-484536898,S2-565018817,S3-737941737,S3-261950890
S1-582948204	S2-732857415,S2-229156140,S3-728765748,S3-433037811,S3-833933487,S3-373253761
S1-262933196	S2-751996089,S2-138923972,S2-832770857,S3-251399936,S3-787859876,S3-656669380
S1-190973617	S2-212702965,S2-655645547,S3-803659652,S3-681166909
S1-238590920	S2-851533890,S2-94515380,S3-976285312
S1-859707011	S2-906046341,S2-834601822
S1-48827288	S2-52349120,S3-319386324
S1-373638246	S2-456775288,S3-705258868
S1-19525485	S2-557938353,S2-919749975,S3-146285935,S3-673696896
S1-486675299	S2-379042391,S2-451923897,S3-947435534,S3-610185702,S3-32179074,S3-97147490
S1-456113406	S2-428151156,S3-165562451
S1-458400679	S2-963342562,S2-359760566,S3-266802085
S1-194843409	S2-719321697,S2-869928802,S2-682615208,S2-890777700,S3-707247516
S1-750076629	S2-936517371,S3-936643929
S1-709855299	S2-337059663,S2-537434583,S2-103226456
S1-299818545	S2-176886347,S3-128027752,S3-376148402,S3-819164964
S1-155554520	S2-634589436,S3-951921480,S3-307472962
S1-64045554	S2-457678950,S3-490673277
S1-788141772	S2-132728602,S3-873509300,S3-547273207,S3-544326906
S1-176171102	S2-674683963,S2-707535431,S3-528604301
S1-771769774	S2-529266054,S3-592797490
S1-331663247	S2-311518523,S3-2726327,S3-671467846
S1-900724854	S2-697794506,S2-405292143,S2-149316494,S3-313080887
S1-263106646	S2-175371406,S2-338548562,S3-620317621,S3-615076634,S3-232990765
S1-321621403	S2-906773930,S3-81184628,S3-118597001,S3-275783780
S1-84147103	S2-636627641,S2-38219733,S3-226872444,S3-694821422
S1-233851919	S2-6962622,S3-703990577
S1-863265612	S2-621177130,S3-4722292,S3-789445534
S1-503424572	S2-227910001,S2-683479030,S3-593153478,S3-985888700,S3-884787091
S1-948655136	S2-686749732,S3-659994906,S3-782674921
S1-965837918	S2-621763234,S2-46696783,S3-760413894,S3-92957334
S1-218056464	S2-550362465,S2-748263023,S2-529459222,S3-121120557,S3-653203325,S3-754415222
S1-621586604	S2-499783761
S1-341452471	S2-849871051,S2-359529889,S2-138370435,S3-569626575,S3-285706249,S3-857603857
S1-778084609	S2-952863095,S3-585083083,S3-455472972,S3-278386593
S1-761147254	S2-607685684,S2-3501941,S2-548032358,S3-709673189,S3-352984136,S3-20464605
S1-919377291	S2-698130332,S2-544526100,S3-613361112,S3-514510048,S3-701463662
S1-339804284	S2-745381561,S2-579310224,S2-191036161,S2-987754856
S1-626023312	S2-25584843,S2-363828278,S2-847848168,S2-507469730,S3-443008881,S3-796962673,S3-915014240
S1-214769948	S2-589576588,S2-44341701,S2-127136476,S2-500777296,S2-403590623,S3-655043052,S3-119547099,S3-740171795
S1-180746976	S3-521371457
S1-833347027	S2-784705777,S3-865440238,S3-266571146
S1-248844793	S2-229917275,S3-919066015,S3-493426584
S1-649711587	S2-223933114,S3-513258945
S1-602754219	S2-364842103,S2-520299304,S3-685932041
S1-63028764	S2-31771667,S2-671679696,S3-923406123
S1-700783903	S2-235861493,S3-509930724,S3-396388188,S3-976093746,S3-739441622
S1-755214202	S2-700208138,S3-171639099,S3-340487376
S1-922424895	S3-849395868
S1-536877574	S2-254133600,S2-129154544
S1-791691316	S2-898684117,S2-442651907,S3-819467159,S3-578131957,S3-384697167
S1-668367395	S2-593370525,S2-738870603,S2-399256284,S3-901868349,S3-546067499
S1-51755271	S2-929267481,S3-225668181
S1-345861127	S2-767396804,S3-337197651
S1-196692460	S2-982615303,S3-483736577,S3-296083105,S3-307603223
S1-1235487	S2-962278102,S3-549184393,S3-518496335,S3-260625134
S1-742346343	S2-577327345,S2-657537615,S2-155706508,S3-381065115
S1-163931589	S2-942260468,S2-481992557,S2-581353593,S3-257617767
S1-881698917	S2-926083516,S2-471568297,S3-545273438,S3-596730546,S3-731306463,S3-890749140
S1-686503567	S2-240337725,S2-703274758,S3-664646874
S1-814052031	S2-963831909,S2-41724764,S3-425406780
S1-832411063	S2-685960846,S3-634515700,S3-882310689,S3-441817844
S1-905468254	S2-381866269,S2-19166407,S2-657267929,S3-118966394,S3-360206643
S1-980477246	S2-266162080,S2-218079582,S2-467069532,S3-2207773,S3-8797064,S3-2992089,S3-655942787
S1-355754496	S2-760397294,S3-239825666
S1-392978104	S2-129102183,S2-625791861,S3-738902150,S3-494762322,S3-431786857,S3-401533705
S1-594274414	S2-850368736,S2-87498652,S3-396787805,S3-581730204
S1-719711388	S2-21235428,S3-772946590
S1-509635264	S2-463531150,S2-122907468,S2-935571519,S3-890058022
S1-506781089	S2-373833111,S3-683553527,S3-437825443
S1-805804554	S2-564208722,S2-486613716,S3-649826535
S1-72859466	S2-602058988,S2-773051266
S1-760906521	S2-319448758,S3-893210996
S1-184946528	S2-517029923,S3-179239885,S3-603167006,S3-596442972
S1-902499126	S2-956031611,S3-946601207,S3-295083966
S1-483459295	S3-325962232
S1-335115203	S2-869024527,S2-472138456,S2-275196649,S3-776153755,S3-168261318
S1-698447132	S2-644217455,S3-670047740
S1-773121823	S2-384317912,S3-194784928,S3-642088701
S1-817666180	S2-522404034,S2-389823628,S3-769620972,S3-580169249
S1-937064726	S2-209295461
S1-90580079	S3-757926106
S1-133697718	S2-619485390,S2-14372278,S2-24463369,S2-353240274
S1-92767508	S2-933100009,S2-573295193,S3-18448015
S1-724565948	S2-459491192,S2-491637258,S3-159195039,S3-700651493,S3-181219831
S1-694278114	S2-71660805,S2-214296497,S3-42221779,S3-420077786
S1-808343586	S2-380445991,S3-487021856
S1-489410250	S2-941509233,S3-730990231,S3-537343634,S3-121110242
S1-893828345	S2-803139182,S2-902603143,S2-649855857,S2-197462845,S3-316836493,S3-50025592
S1-573567195	S2-194928827,S2-268892471,S3-652425939,S3-792589757
S1-717100245	S2-549977364,S2-342193382,S3-688987295,S3-662608856,S3-73056039,S3-339392137
S1-227323475	S2-13157842,S2-257711771,S2-307530253,S3-814568723
S1-213140564	S2-866608855,S3-551577943,S3-83300655
S1-796127526	S2-41250674,S2-177245749,S3-875856300,S3-389837087
S1-87771825	S2-26964627,S3-233589225
S1-917607666	S2-703655075
S1-926912238	S2-64307360,S3-295751482
S1-472472164	S2-64799795,S2-466885860,S3-608065520,S3-574000479,S3-227695565
S1-593312110	S2-134049508,S2-782529986,S2-947390530,S3-702436989
S1-492640883	S2-638470966,S2-45056334,S2-490020286,S2-7591338,S3-322519593
S1-186030942	S2-424790114,S2-959011375,S2-19416567,S3-430510340
S1-658396121	S2-769116694,S2-192628241
S1-96367565	S3-352573144,S3-518718405
S1-209045519	S2-204540343,S2-114088131,S2-194169428,S3-564311980,S3-761261223,S3-148857865
S1-524078175	S2-7243529,S2-802104234,S3-465068677
S1-722369848	S2-849455370,S2-656603794,S3-37380150,S3-461209822
S1-522521870	S2-371430404,S2-56528490,S3-474377204
S1-173125407	S3-279486764
S1-684192718	S2-142652351,S3-722287653,S3-593060742
S1-67567894	S2-355611889,S2-362351247,S3-221238318,S3-851901421,S3-648334393
S1-791354794	S2-612878349,S2-533434822,S3-75294462
S1-161687595	S2-564563930,S3-334718620
S1-516690510	S2-286562030,S2-401557203,S2-337049438,S3-781142412,S3-269285564
S1-760923570	S2-836075495,S2-486853235,S2-67366641,S3-469259505,S3-279354742
S1-6115192	S2-604934884,S2-626606594,S3-20414403,S3-363423123
S1-638055842	S2-720413333,S2-352124719,S2-484851721,S2-180379864,S3-672727018,S3-847172038,S3-436057271
S1-275132085	S2-531214987,S2-121940766,S3-485982571,S3-518252787,S3-560628000
S1-161451865	S2-310280000,S3-244661009,S3-634434240,S3-373506055
S1-976014040	S2-626966354,S2-714686806,S2-51791549,S2-554757013,S3-961857565
S1-383913157	S2-804519322,S2-293555719,S3-325609353
S1-461739450	S2-649036726,S2-821251373,S3-558917437,S3-2746932,S3-566277685
S1-609804930	S2-102414370,S2-818188679,S3-520050005,S3-713474562,S3-329727683
S1-355365367	S2-845827777,S3-967444448,S3-744954016,S3-396586359
S1-260325477	S2-922260669,S2-776914714,S3-465291587,S3-959527353
S1-999171472	S2-297904209,S2-60391262,S3-621971143
S1-433603542	S2-80900576
S1-995876592	S2-858796787,S2-822972035,S3-140825015,S3-273093704,S3-23234025
S1-526853202	S2-261038769,S3-86423481,S3-782700486,S3-291839051,S3-58157776,S3-149029592
S1-467664334	S2-914446549,S2-809442773,S2-701722510,S2-949000420,S2-555788268,S3-629604917
S1-719956835	S2-434133892,S2-763267537,S3-110040645
S1-378636967	S2-358627669,S2-947566684,S2-404502133,S3-302519129
S1-885550993	S2-842436435,S3-871472158
S1-439452492	S2-826390904,S3-114272224
S1-620664514	S2-876111758,S3-90032435,S3-952907186
S1-353736362	S2-60832180,S2-815189909,S2-732310621,S3-602180077,S3-760506647,S3-249846597
S1-805958157	S2-246278093,S3-538670730,S3-260852905,S3-550269888
S1-791642382	S2-958939959,S3-280058477
S1-160255790	S2-733268755,S2-714250256,S2-406317010,S3-465617457
S1-531990688	S2-469402929,S3-127700561,S3-658263709
S1-318732822	S2-228604205,S3-650913305,S3-133618019,S3-415992608
S1-982570774	S2-654065063,S3-690516951,S3-566189766,S3-690899105
S1-117463135	S3-724216450
S1-115112792	S2-783719986,S2-702668554,S2-596289012,S3-557840005,S3-405508813
S1-773991008	S2-209088132,S3-575472972,S3-275502034,S3-220374880,S3-182042096,S3-976602756
S1-839000843	S2-16133898,S2-305758329,S2-142843750,S2-43171933,S2-547281271
S1-341717792	S2-740847263,S3-382598438
S1-544038306	S2-242907655,S2-85276422,S2-43164514,S3-301472944,S3-698719429,S3-665400572
S1-71298575	S2-254176279,S2-361394514,S2-244871232,S3-624087864,S3-162856911
S1-52821063	S2-206745951,S2-16133756,S3-454335978,S3-586688399,S3-381602851,S3-784337306
S1-444787807	S2-223108405,S2-341809335,S3-205164784
S1-336475554	S2-661462795,S3-924858962
S1-573209868	S2-485306122,S2-401390202,S2-407039835,S3-712525885,S3-722678414,S3-473904923,S3-503056553
S1-96012565	S2-489128692,S3-423066515,S3-100683148,S3-892632253
S1-202471346	S2-18205713,S3-783258114
S1-342368360	S2-313993001
S1-638694960	S2-148197041,S2-441261340,S3-116175958
S1-687925718	S2-758514985,S3-553318403,S3-737875605,S3-206274425
S1-196405501	S2-805530862
S1-309859844	S2-150693213,S2-72852491,S3-139761348,S3-734597779,S3-2859056
S1-966517733	S2-437414419,S3-317425004
S1-867201196	S2-596857687,S2-445422886,S3-297520131
S1-171874760	S2-324959950,S3-730033553,S3-535896465,S3-615657307
S1-401398178	S2-103287286,S2-514898039,S3-18578444
S1-557851921	S2-234957810,S3-927311050
S1-445634978	S2-159527867,S2-28731866,S2-612988517,S3-833107480,S3-923209207,S3-979416417
S1-671965541	S2-551720990,S2-868864702,S3-591269894,S3-693877095
S1-615885451	S2-495055935,S2-402884146,S2-171643591,S3-396206291
S1-663968794	S2-792007600,S3-522888225
S1-742815487	S2-249306686,S2-901154980,S3-127944910
S1-510350611	S2-450472609,S2-450976275,S2-928455140,S3-761298840,S3-674463429,S3-156773105
S1-205364225	S2-957326853,S2-913347193,S3-540603031,S3-250478792
S1-44839286	S2-736711412,S3-730719113,S3-898480086
S1-46987120	S2-953161121,S3-169219392
S1-294042791	S2-560867532,S3-980125188,S3-516790407
S1-505043115	S2-977650971,S2-139518554,S3-536138644,S3-112529894,S3-412613954
S1-241175370	S2-978223757,S2-457265179,S3-340605822,S3-722770845
S1-292427747	S2-920304832,S2-723378870,S3-470136901
S1-417680292	S2-214355088,S3-952162544,S3-995391284
S1-659745307	S2-670543988,S3-947222923
S1-677752871	S2-8346565,S3-585802481,S3-644090197
S1-215828262	S2-712616453,S3-902340707,S3-695074022,S3-585034654,S3-102597948
S1-394252949	S3-902594971
S1-138897230	S2-477997506,S2-866666404,S2-138842988,S3-600268924,S3-784349383
S1-953350143	S2-808449005,S2-558077439,S2-678565806,S3-767711507,S3-741976349,S3-782335109
S1-627567105	S2-23052336,S2-813617935,S2-949859378,S3-983428753
S1-915047994	S2-762792459,S2-189779906,S3-218442943,S3-511001874
S1-417688321	S3-261951570,S3-78533677
S1-145973837	S2-446764392,S2-34377129,S3-976153284,S3-382813507
S1-771902925	S2-114551768,S2-925048346,S2-562228657,S3-15712480,S3-671183161
S1-265298575	S2-807975025,S3-36000179,S3-271089624
S1-906863797	S2-722611864
S1-716628232	S2-572770370,S2-325425418
S1-372168802	S3-192319782,S3-920979083
S1-482034750	S2-601940829,S2-598512682,S2-989330184,S2-683903500,S3-548554974,S3-118095598
S1-34069703	S2-614141033,S2-76682929,S2-770332645,S3-227332129
S1-781899532	S2-154793870,S2-661456949,S3-500893054,S3-528075226,S3-333078193,S3-564651532
S1-953593844	S2-127535738,S3-687857173,S3-435291270,S3-525119913
S1-527140852	S2-89726449,S2-723676649,S2-476856832,S2-697817361,S2-388477523,S3-230817702,S3-656137545
S1-701784304	S2-301651914,S3-115894427,S3-265495411,S3-360219250
S1-656306954	S2-910346582,S2-932696182,S2-100430024,S2-138989213,S3-329498386,S3-136374798,S3-845156719,S3-894359166
S1-909905192	S2-75673177,S2-676314535,S3-100584727,S3-216475081
S1-267304008	S2-273536609,S2-445151765
S1-833338175	S2-634116840,S2-231172414,S3-730943764,S3-239387819
S1-608423827	S3-73053447
S1-934136398	S2-884841494,S2-385186768,S2-907106058,S2-718429204,S3-516611240
S1-389277132	S2-632893501,S3-983382825
S1-638254235	S2-246082212,S2-422419760,S2-340790621,S3-564333701,S3-467908195
S1-608626674	S2-37639594,S2-927865780,S2-260372420,S2-796486469,S3-575091592,S3-933362694,S3-903156332,S3-258397109
S1-6453332	S2-61481060,S2-597158912,S2-992988527,S3-394454210,S3-265798308,S3-68893449
S1-566149884	S2-783013711,S3-280685120,S3-615142744,S3-292654492
S1-968422536	S2-404897131,S2-548599725,S3-540151598
S1-812356857	S2-530192820,S2-935498364,S3-974104096
S1-309987391	S3-388111630
S1-156549428	S3-902908724
S1-718053012	S2-679628134,S3-256483259,S3-690151407
S1-355189296	S2-334992795,S3-132244597,S3-81746359
S1-599814190	S2-936339933,S2-308414233,S2-475868288,S3-209902525,S3-743024904
S1-268730590	S2-101790119,S2-166803794,S2-993999953,S3-766697977,S3-848006438,S3-709210735,S3-284879468,S3-809725982
S1-909153771	S2-799640185,S2-669973504,S3-991480342,S3-339053481
S1-108690362	S2-573462234,S2-69860804,S2-372640743,S2-201404738,S2-361142019,S3-460595157
S1-857110375	S3-185966257,S3-859366877,S3-241602459
S1-505317482	S3-232136811,S3-180162070
S1-439753246	S2-619136089,S2-290544669,S3-165325177,S3-470822323
S1-667933817	S2-340797399
S1-355566568	S2-538078518,S2-221815255,S2-628557962,S3-792384313,S3-325842198,S3-878106648
S1-747613705	S2-567613612,S2-287318824,S2-937066122,S2-4046991,S3-542979539,S3-89968099,S3-926369760,S3-843697143
S1-585894716	S2-711692531,S2-307391935,S3-955440685
S1-835620634	S2-148703501,S2-569307158,S2-915507279,S2-685876177,S3-984111569,S3-346765267,S3-717365959
S1-467406102	S2-497767169,S3-54216714,S3-473690527,S3-839602817,S3-730964681
S1-445037391	S2-517507881,S2-253860714,S2-516328766,S3-348064474
S1-54244768	S2-293923504,S3-157889860,S3-394370584
S1-647469291	S3-754390769
S1-564466082	S2-495423882,S3-372311761
S1-704105695	S2-131830193,S3-670843792
S1-702412196	S2-620953099,S2-902661374,S2-109737739,S2-385559885,S3-35547134,S3-572074730
S1-439870713	S2-581935874,S2-279671858,S2-836076590,S3-931037353,S3-64969903,S3-938001790
S1-709505188	S2-523947532,S3-439280253
S1-986504865	S2-421580148,S2-328080189,S2-742188287,S2-7738291
S1-214393505	S2-696502749,S2-639722053,S2-635762835,S3-63997503,S3-742342130
S1-723082722	S2-614647177,S2-699103692,S2-563843442,S3-460366526
S1-841014000	S2-413765974,S3-170774292,S3-8577926,S3-623490692
S1-838536053	S2-427600484,S2-291996297,S2-6257913,S3-423370673
S1-523071363	S3-948859664,S3-324805724
S1-747592738	S2-328699107,S2-603563541,S3-782985267,S3-416420602
S1-46554223	S2-335834280,S2-31878448,S2-68697002,S2-836525365,S3-103673398
S1-988251341	S2-842391201,S2-478615011,S3-583104633,S3-780637157
S1-703782232	S2-796189456,S2-782055693,S3-881075087
S1-551528447	S2-886979044,S2-849519692,S2-972659839,S2-961236214,S2-470053420,S3-52542025
S1-93274488	S2-508238250,S3-89556284
S1-238060131	S2-145363215,S2-79986659,S2-495635994,S3-625814114,S3-243059802
S1-430213255	S3-463450945
S1-116382291	S2-172373559,S3-597656467
S1-461757195	S2-207501664,S2-552596705,S3-631675667
S1-990276592	S3-995275630
S1-987656115	S2-340177941,S2-241635700,S3-131884627,S3-984924421,S3-700939320,S3-923611534
S1-486523244	S2-483363407,S3-97444488,S3-78042034,S3-396261751
S1-70964295	S2-753060240,S3-640423499
S1-136262077	S2-843241601,S2-480179227,S3-862242661,S3-84654538
S1-238342463	S2-270511366,S2-714573734,S3-735350384,S3-118263736
S1-854928121	S2-591052971,S2-72187248,S2-208100528,S3-445795007
S1-690719060	S2-205440479,S2-142715362,S2-379717989
S1-310098816	S2-819240437,S3-323605300
S1-882578368	S2-42851685
S1-864922921	S2-62068170,S2-611639737,S2-29655896,S2-278599888
S1-955633557	S2-85346894,S2-631388756,S3-618823714
S1-341336691	S2-750937081,S2-571253425,S3-881702739,S3-863192490,S3-712663227,S3-864189639,S3-375510440
S1-786062389	S2-804332641,S3-690305099,S3-25243576,S3-850462153
S1-293729533	S2-560297108,S3-217569261
S1-923016720	S2-482656217
S1-60866268	S2-486345635,S2-493847838,S2-762667266,S2-709859866,S3-989221877,S3-467990693,S3-322718515
S1-726216371	S3-118607807
S1-644010795	S2-768424026,S3-845228548,S3-546707465
S1-225183773	S2-367218880,S2-543682548,S3-248459271,S3-764465235
S1-889983416	S2-24644197,S3-839553476,S3-469558501,S3-988582377,S3-700049101
S1-992222008	S2-826052648,S2-594603947,S3-4987340,S3-615737373
S1-679700034	S2-17155326,S2-186956539,S3-615068807
S1-736967025	S2-528155044,S2-56519747,S3-644703425,S3-853704562,S3-417919805,S3-28001797
S1-907802823	S2-126359577,S3-478036358,S3-607708502,S3-961923978
S1-267297383	S2-969313389,S2-218216780,S3-97587065,S3-369281101
S1-817610164	S2-1366262,S2-901140582,S2-706823551,S3-282212096,S3-75140104,S3-585448755
S1-891849238	S2-346722571,S2-464313901,S2-421392238,S3-504869306
S1-828373503	S2-919197669,S3-459818898
S1-655396087	S2-297138767,S2-423723567,S2-310899068,S3-960166960,S3-347733074
S1-870558044	S3-659955365,S3-565232057,S3-291774005
S1-285985188	S2-572892350,S2-830596468,S2-833255570,S3-315056750,S3-383374757,S3-4711258,S3-708363676
S1-625395590	S2-497749938,S3-341240788,S3-580674537,S3-20026718,S3-826977024
S1-119811850	S2-901656683,S2-964517425,S3-577727462,S3-664301965,S3-320821876
S1-990694461	S2-597151247,S2-476632394,S2-847807752,S3-654037499
S1-555505782	S2-640624184,S2-824936103,S3-44702160,S3-479349512,S3-136058376
S1-200024278	S2-354337494,S3-303776971,S3-494395299,S3-615659702
S1-769679634	S2-562663819,S3-288529188,S3-717341859,S3-959122070,S3-803823029
S1-813444299	S2-467352446,S2-833102881,S3-132513477
S1-635789462	S2-531865374,S2-763307859,S3-587027218
S1-732648071	S3-373934280,S3-233452218,S3-475779389
S1-186981355	S2-799789221,S2-927776004,S2-197215418,S3-427870112,S3-836570062
S1-438092843	S2-592392731,S2-43419692,S3-178775797,S3-429982117,S3-411440173,S3-995514060,S3-590453053
S1-118788438	S2-630468881,S2-418891173,S3-803974770,S3-500989549
S1-627869774	S3-165006890,S3-234332983
S1-1767816	S2-519810626,S2-345612237,S3-472350598,S3-253618640,S3-600547476
S1-586055609	S3-898861285,S3-699995885,S3-876344691,S3-185767348
S1-334020419	S2-867716255,S2-898057735,S3-476420408,S3-17473631,S3-948212597
S1-190897820	S2-455885087,S2-327933119,S2-395961225,S2-774788166,S3-304443633
S1-384400545	S2-459098533
S1-183582136	S2-871819872,S2-824581113,S3-512450874
S1-977781104	S2-856858797,S2-458001284,S3-623508511,S3-859841544,S3-446495959
S1-329585751	S2-520363188,S2-700855742,S2-921849161
S1-993540284	S2-884864031,S3-732729598
S1-308376796	S2-60524135,S2-283436892,S2-149560624,S3-776163828
S1-507862589	S2-456994101,S2-868628725,S2-769828998,S2-151154674,S3-955871655,S3-38800830
S1-687785963	S2-990205,S3-704910669
S1-836976234	S2-446850663,S2-717089462,S2-206766125
S1-823013821	S2-158285194,S2-915218425,S3-412983151,S3-346296008,S3-204459283,S3-265169853
S1-136915682	S2-215659853,S2-223749350,S3-369438795,S3-530731057
S1-802774673	S2-616224595,S3-558270966,S3-200130057,S3-779531645,S3-854074219
S1-150579702	S2-572991995,S2-259438652,S2-454988577,S2-729224815,S3-185298981,S3-926768387
S1-154959463	S2-158841652,S3-677816339
S1-296459339	S2-276977725,S2-287766930,S2-263347930,S3-445200403,S3-755981445,S3-877673649,S3-585617804
S1-139367218	S2-754029543,S3-521617265,S3-925775558
S1-19126470	S2-436067337,S2-309421281,S3-5468647,S3-340318660
S1-243178390	S2-101777805,S2-522600903,S2-701045319,S3-611764807
S1-294010658	S2-608437578
S1-780699964	S2-923222822,S3-426917130,S3-161609394,S3-54079388
S1-808588767	S2-833120766,S2-952931049,S2-774012148,S3-687649739,S3-200251378,S3-172050259,S3-305756361
S1-743454338	S2-733547261,S3-644535965,S3-669007312,S3-336589039
S1-264745267	S2-155249924,S3-685051421,S3-359993662
S1-954299608	S3-190075471
S1-98028482	S2-11988924,S3-784432121
S1-307217895	S2-107128827,S3-201466768,S3-534725524
S1-90517322	S3-889654000,S3-718816440,S3-836019296
S1-598889000	S2-665826837,S2-342690808,S3-107694026,S3-200413842,S3-183913993
S1-488909930	S2-787938026,S3-253181158,S3-648280736,S3-161998818
S1-906935157	S2-348842653,S3-496158024,S3-980536186
S1-40354174	S2-113222660,S2-360241690,S2-738396662,S3-181248941,S3-661716730,S3-443424215
S1-755368268	S2-120623131,S2-600492677,S3-254140195
S1-90798720	S2-474277467,S2-118281119,S3-747789147,S3-324719857
S1-435516467	S2-18185067
S1-127870034	S2-313090547,S3-520382150,S3-448598919
S1-351786059	S2-238008469,S2-556008530,S3-873469886,S3-1728745
S1-296422967	S2-241570244,S2-437126754,S3-783395574
S1-327109718	S3-933794732,S3-764849412
S1-743390725	S2-7041697,S3-744069160,S3-880346082
S1-448935777	S2-285738926,S3-42865747,S3-129830973,S3-925002096,S3-94496006
S1-533729775	S2-251221883,S3-676861048
S1-45634403	S2-357468293,S2-559556513,S3-481804527,S3-684666034
S1-486698744	S2-866395461,S3-542901345,S3-143210918,S3-912087785
S1-306861365	S2-427801068,S2-939467663,S2-387150004,S2-906612532,S2-166558129,S3-183207421
S1-6835700	S2-362686709,S2-895994240,S3-204105329,S3-87195779
S1-211019453	S2-157228979,S2-602158729,S2-742966706,S2-408591423
S1-120031163	S2-73174218,S2-901850698,S2-581573719,S3-91801856,S3-163382431,S3-992635793
S1-557630842	S3-332793998
S1-465036428	S2-380840599,S2-570520710,S2-385514410,S3-600762337,S3-926930944
S1-916850494	S2-250976917,S3-490836120,S3-799164756
S1-119542512	S2-856334855,S3-215887057
S1-988538683	S2-99440101,S2-917343348,S3-289375129,S3-370862122
